user_id,user_segment,age_group,gender,location,membership_tier,clv_category,account_age_days,preferred_device,product_id,product_name,category,brand,listed_price_inr,interaction_type,interaction_date,interaction_hour,day_of_week,is_weekend,referral_source,session_duration_sec,pages_visited,images_viewed,video_played,compare_flag,browsing_count,scroll_depth_pct,purchase,discount_pct,final_price_inr,payment_method,returned,review_given,rating,satisfaction_score,recommended_flag,rec_algorithm
U01733,kitchen_chef,25-34,F,Bhopal,Silver,Medium,679,Mobile,P310,Slow Cooker,Kitchen Appliances,Crock-Pot,3799,view,2023-02-23,15,Thursday,0,Social Media,690,30,5,0,0,16,60,0,0,,,0,1,4,,0,
U00118,home_maker,45-54,M,Lucknow,Silver,Medium,96,Desktop,P306,Rice Cooker 1.8L,Kitchen Appliances,Panasonic,2199,view,2023-10-01,17,Sunday,1,Paid Ad,234,10,8,0,1,13,35,0,0,,,0,0,5,,0,
U04420,all_rounder,45-54,F,Chennai,Bronze,Low,718,Mobile,P403,Security Camera 1080p,Smart Home,TP-Link,3499,purchase,2024-09-03,21,Tuesday,0,Social Media,514,21,5,0,0,24,84,1,20,2799.2,Credit Card,1,0,4,9.0,0,
U04293,premium_shopper,25-34,F,Delhi,Bronze,Low,1287,Tablet,P308,Stand Mixer,Kitchen Appliances,KitchenAid,9999,purchase,2022-07-26,9,Tuesday,0,Referral,93,29,8,0,0,19,80,1,5,9499.05,Debit Card,0,1,4,1.0,1,Trending
U00975,all_rounder,18-24,M,Mumbai,Bronze,Low,993,Mobile,P308,Stand Mixer,Kitchen Appliances,KitchenAid,9999,wishlist,2024-08-23,0,Friday,0,Email Campaign,33,8,7,0,0,16,90,0,0,,,0,0,3,,0,
U02921,all_rounder,55+,M,Visakhapatnam,Bronze,Low,139,Mobile,P111,"Laptop 13.3""",Electronics,Apple,74999,add_to_cart,2024-12-08,17,Sunday,1,Email Campaign,607,1,7,0,0,20,37,0,0,,,0,0,5,,1,Hybrid
U04407,home_maker,55+,M,Lucknow,Bronze,Low,1745,Smart TV App,P201,Washing Machine 7kg,Home Appliances,LG,28999,purchase,2024-11-26,7,Tuesday,0,Push Notification,729,14,1,1,1,14,93,1,10,26099.1,Net Banking,0,0,5,10.0,1,Content-Based
U01716,budget_shopper,25-34,M,Chennai,Silver,Medium,1361,Smart TV App,P202,Washing Machine 8kg,Home Appliances,Samsung,35999,view,2024-03-27,17,Wednesday,0,Organic Search,334,12,5,1,0,25,80,0,0,,,0,1,5,,0,
U04746,kitchen_chef,45-54,F,Delhi,Gold,High,250,Desktop,P307,Food Processor,Kitchen Appliances,Inalsa,6999,view,2023-03-17,20,Friday,0,Referral,673,16,7,1,0,6,11,0,0,,,0,1,4,,0,
U02845,home_maker,25-34,F,Ahmedabad,Bronze,Low,1233,Mobile,P206,Microwave 28L,Home Appliances,LG,11999,purchase,2024-03-31,13,Sunday,1,Paid Ad,374,24,2,0,0,12,60,1,15,10199.15,EMI,1,1,5,7.0,0,
U00635,all_rounder,45-54,F,Chennai,Silver,Medium,1469,Smart TV App,P120,Wireless Charger,Electronics,Anker,1999,purchase,2023-09-23,9,Saturday,1,Social Media,871,8,5,1,0,2,67,1,25,1499.25,Credit Card,0,0,3,1.0,1,New Arrival
U03890,all_rounder,18-24,F,Visakhapatnam,Gold,High,704,Desktop,P209,Dishwasher 12-Place,Home Appliances,Bosch,42999,wishlist,2023-02-25,8,Saturday,1,Direct,330,18,5,0,1,3,96,0,0,,,0,0,5,,1,Content-Based
U04253,fitness_freak,55+,Other,Indore,Bronze,Low,1375,Smart TV App,P501,Treadmill,Fitness,PowerMax,32999,purchase,2022-06-21,12,Tuesday,0,Paid Ad,262,17,8,1,0,6,77,1,10,29699.1,EMI,0,0,4,9.0,1,Hybrid
U01513,home_maker,25-34,M,Bangalore,Bronze,Low,1454,Desktop,P204,Refrigerator 500L,Home Appliances,Samsung,54999,view,2024-12-08,16,Sunday,1,Direct,189,21,10,0,0,14,59,0,0,,,0,1,5,,1,Collaborative Filtering
U04839,tech_enthusiast,18-24,M,Bhopal,Silver,Medium,1099,Desktop,P402,Smart Lock,Smart Home,Yale,12999,view,2023-01-21,8,Saturday,1,Referral,436,9,9,1,0,6,89,0,0,,,0,0,5,,1,Hybrid
U00189,fitness_freak,55+,F,Bangalore,Silver,Medium,489,Mobile,P501,Treadmill,Fitness,PowerMax,32999,view,2023-03-20,9,Monday,0,Push Notification,794,12,7,1,1,12,84,0,0,,,0,0,5,,0,
U04323,smart_home_lover,55+,M,Jaipur,Gold,High,857,Smart TV App,P503,Yoga Mat,Fitness,Boldfit,899,purchase,2024-03-05,14,Tuesday,0,Paid Ad,575,23,6,0,0,22,29,1,0,899.0,EMI,0,0,4,4.0,0,
U01198,all_rounder,18-24,F,Kolkata,Bronze,Low,786,Tablet,P403,Security Camera 1080p,Smart Home,TP-Link,3499,wishlist,2023-03-27,6,Monday,0,Paid Ad,156,6,5,0,0,17,42,0,0,,,0,1,4,,1,Hybrid
U01380,home_maker,18-24,M,Nagpur,Bronze,Low,698,Smart TV App,P204,Refrigerator 500L,Home Appliances,Samsung,54999,add_to_cart,2023-06-19,21,Monday,0,Push Notification,268,15,8,1,0,6,10,0,0,,,0,1,4,,1,Trending
U00992,budget_shopper,45-54,M,Chennai,Silver,Medium,1314,Mobile,P601,Hair Dryer,Personal Care,Panasonic,2299,view,2023-11-18,20,Saturday,1,Organic Search,31,5,1,1,0,4,67,0,0,,,0,0,3,,0,
U02454,home_maker,45-54,F,Nagpur,Bronze,Low,1424,Smart TV App,P302,Air Fryer 4L,Kitchen Appliances,Philips,4999,view,2024-03-09,0,Saturday,1,Push Notification,394,10,5,1,1,17,88,0,0,,,0,1,5,,1,Trending
U02106,tech_enthusiast,18-24,M,Visakhapatnam,Gold,High,207,Smart TV App,P116,Over-Ear Headphones,Electronics,Sony,8999,view,2023-06-22,16,Thursday,0,Push Notification,587,10,6,0,0,24,68,0,0,,,0,0,4,,0,
U01510,budget_shopper,25-34,M,Chennai,Platinum,Very High,65,Tablet,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,view,2022-08-27,6,Saturday,1,Social Media,753,9,1,1,0,2,53,0,0,,,0,1,4,,1,Hybrid
U04177,premium_shopper,45-54,F,Visakhapatnam,Platinum,Very High,1707,Desktop,P115,True Wireless Earbuds,Electronics,boAt,4999,purchase,2022-12-30,17,Friday,0,Referral,706,24,10,0,0,9,46,1,10,4499.1,EMI,0,0,5,1.0,0,
U04630,all_rounder,45-54,F,Surat,Bronze,Low,1466,Mobile,P306,Rice Cooker 1.8L,Kitchen Appliances,Panasonic,2199,wishlist,2023-02-14,9,Tuesday,0,Paid Ad,860,27,6,0,1,16,99,0,0,,,0,1,3,,0,
U04056,budget_shopper,25-34,M,Lucknow,Gold,High,400,Smart TV App,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,purchase,2022-08-21,13,Sunday,1,Push Notification,127,27,5,1,0,8,29,1,10,2699.1,COD,0,1,3,3.0,0,
U04113,all_rounder,55+,M,Kolkata,Bronze,Low,1288,Mobile,P210,Air Purifier,Home Appliances,Philips,14999,view,2022-09-03,15,Saturday,1,Email Campaign,293,30,2,1,0,14,79,0,0,,,0,0,4,,0,
U03605,tech_enthusiast,45-54,F,Surat,Platinum,Very High,330,Mobile,P114,"Tablet 10""",Electronics,Samsung,32999,purchase,2024-10-01,18,Tuesday,0,Organic Search,196,3,6,0,0,24,99,1,5,31349.05,COD,0,0,4,4.0,1,Content-Based
U04670,budget_shopper,18-24,F,Surat,Gold,High,551,Smart TV App,P305,Toaster Oven,Kitchen Appliances,Bajaj,3499,view,2023-09-04,13,Monday,0,Paid Ad,367,2,3,1,0,18,83,0,0,,,0,1,5,,0,
U02947,tech_enthusiast,55+,F,Surat,Gold,High,110,Smart TV App,P405,Smart Bulb Pack (4),Smart Home,Philips Hue,1999,wishlist,2023-06-06,17,Tuesday,0,Organic Search,605,7,0,1,0,13,94,0,0,,,0,1,5,,0,
U04137,all_rounder,55+,F,Lucknow,Bronze,Low,1346,Tablet,P503,Yoga Mat,Fitness,Boldfit,899,view,2024-09-08,14,Sunday,1,Direct,380,24,4,1,0,8,53,0,0,,,0,0,4,,0,
U03833,premium_shopper,18-24,F,Hyderabad,Silver,Medium,897,Smart TV App,P505,Resistance Bands Set,Fitness,Strauss,799,add_to_cart,2022-03-04,15,Friday,0,Social Media,352,24,7,0,0,10,88,0,0,,,0,0,3,,0,
U03616,kitchen_chef,45-54,M,Mumbai,Silver,Medium,1233,Mobile,P502,Exercise Bike,Fitness,Cockatoo,18999,wishlist,2022-09-14,14,Wednesday,0,Organic Search,169,7,3,1,1,6,92,0,0,,,0,1,5,,0,
U03028,kitchen_chef,45-54,M,Delhi,Gold,High,1188,Tablet,P113,Smartphone Lite,Electronics,Realme,19999,view,2022-07-02,19,Saturday,1,Email Campaign,445,3,10,0,0,3,63,0,0,,,0,1,3,,0,
U00177,tech_enthusiast,35-44,M,Nagpur,Silver,Medium,262,Mobile,P210,Air Purifier,Home Appliances,Philips,14999,purchase,2024-06-10,19,Monday,0,Push Notification,703,22,0,1,0,23,59,1,10,13499.1,UPI,0,0,4,8.0,0,
U00750,home_maker,45-54,M,Ahmedabad,Bronze,Low,1753,Tablet,P209,Dishwasher 12-Place,Home Appliances,Bosch,42999,purchase,2022-01-20,19,Thursday,0,Direct,800,24,6,0,0,21,56,1,15,36549.15,UPI,0,1,4,5.0,0,
U00819,home_maker,35-44,M,Chennai,Bronze,Low,408,Mobile,P303,Electric Kettle,Kitchen Appliances,Bajaj,1299,add_to_cart,2022-03-31,3,Thursday,0,Push Notification,272,23,6,0,0,1,60,0,0,,,0,0,4,,1,Collaborative Filtering
U04621,fitness_freak,55+,M,Hyderabad,Bronze,Low,507,Tablet,P206,Microwave 28L,Home Appliances,LG,11999,wishlist,2024-07-17,6,Wednesday,0,Push Notification,684,16,4,0,1,3,14,0,0,,,0,1,4,,0,
U01744,kitchen_chef,55+,M,Hyderabad,Bronze,Low,1208,Tablet,P204,Refrigerator 500L,Home Appliances,Samsung,54999,purchase,2024-11-12,12,Tuesday,0,Social Media,406,18,9,1,0,15,38,1,10,49499.1,COD,0,0,4,10.0,1,Collaborative Filtering
U01745,all_rounder,35-44,M,Indore,Platinum,Very High,502,Smart TV App,P302,Air Fryer 4L,Kitchen Appliances,Philips,4999,add_to_cart,2024-01-16,15,Tuesday,0,Email Campaign,791,20,3,1,0,25,83,0,0,,,0,1,5,,1,New Arrival
U00624,fitness_freak,45-54,M,Hyderabad,Bronze,Low,1226,Tablet,P603,Electric Toothbrush,Personal Care,Oral-B,4499,view,2022-03-30,11,Wednesday,0,Paid Ad,750,3,1,0,0,3,23,0,0,,,0,1,4,,0,
U03255,tech_enthusiast,35-44,F,Ahmedabad,Bronze,Low,1525,Smart TV App,P405,Smart Bulb Pack (4),Smart Home,Philips Hue,1999,wishlist,2022-12-28,7,Wednesday,0,Social Media,708,3,0,0,0,19,27,0,0,,,0,1,4,,1,Collaborative Filtering
U02333,fitness_freak,35-44,M,Pune,Silver,Medium,1566,Mobile,P209,Dishwasher 12-Place,Home Appliances,Bosch,42999,view,2024-05-20,21,Monday,0,Email Campaign,432,16,9,1,0,23,37,0,0,,,0,0,4,,1,Hybrid
U03451,premium_shopper,45-54,F,Kolkata,Silver,Medium,812,Desktop,P205,Microwave 20L,Home Appliances,IFB,7999,view,2024-03-04,15,Monday,0,Organic Search,62,28,4,1,0,22,49,0,0,,,0,0,5,,1,Content-Based
U02038,home_maker,45-54,M,Kolkata,Silver,Medium,242,Smart TV App,P203,Refrigerator 260L,Home Appliances,Whirlpool,26999,view,2023-09-16,7,Saturday,1,Organic Search,463,3,7,1,0,18,88,0,0,,,0,0,4,,0,
U04807,home_maker,18-24,F,Lucknow,Silver,Medium,458,Desktop,P203,Refrigerator 260L,Home Appliances,Whirlpool,26999,view,2024-02-19,15,Monday,0,Email Campaign,115,17,0,1,1,1,73,0,0,,,0,0,4,,1,Collaborative Filtering
U00936,home_maker,35-44,F,Lucknow,Bronze,Low,1479,Smart TV App,P206,Microwave 28L,Home Appliances,LG,11999,view,2022-05-29,12,Sunday,1,Social Media,839,11,7,1,1,21,69,0,0,,,0,1,5,,1,Collaborative Filtering
U02322,tech_enthusiast,25-34,F,Delhi,Bronze,Low,237,Tablet,P118,Gaming Console,Electronics,Sony,49999,purchase,2023-10-20,0,Friday,0,Referral,18,16,8,0,1,11,28,1,20,39999.2,Credit Card,1,1,5,9.0,0,
U01528,home_maker,55+,F,Lucknow,Platinum,Very High,1020,Mobile,P205,Microwave 20L,Home Appliances,IFB,7999,purchase,2022-11-19,21,Saturday,1,Social Media,254,10,10,0,0,21,19,1,25,5999.25,UPI,0,1,4,6.0,1,New Arrival
U00284,budget_shopper,35-44,M,Mumbai,Silver,Medium,428,Tablet,P602,Electric Shaver,Personal Care,Philips,3999,purchase,2022-03-13,11,Sunday,1,Paid Ad,428,2,10,0,1,10,69,1,0,3999.0,EMI,0,1,4,5.0,0,
U02325,all_rounder,35-44,F,Mumbai,Silver,Medium,146,Smart TV App,P113,Smartphone Lite,Electronics,Realme,19999,wishlist,2023-06-30,7,Friday,0,Referral,235,22,1,0,0,1,100,0,0,,,0,0,5,,0,
U03442,fitness_freak,25-34,F,Visakhapatnam,Silver,Medium,276,Smart TV App,P504,Dumbbell Set 20kg,Fitness,Kore,4999,wishlist,2023-11-12,3,Sunday,1,Paid Ad,787,13,5,0,0,12,51,0,0,,,0,0,4,,1,Hybrid
U02036,all_rounder,35-44,F,Nagpur,Bronze,Low,545,Tablet,P205,Microwave 20L,Home Appliances,IFB,7999,view,2024-04-06,20,Saturday,1,Social Media,710,29,7,1,0,17,10,0,0,,,0,0,5,,1,Hybrid
U01439,kitchen_chef,25-34,F,Visakhapatnam,Gold,High,490,Desktop,P305,Toaster Oven,Kitchen Appliances,Bajaj,3499,view,2022-03-19,7,Saturday,1,Email Campaign,19,22,8,0,0,7,92,0,0,,,0,1,3,,0,
U00618,budget_shopper,18-24,M,Ahmedabad,Bronze,Low,1807,Desktop,P305,Toaster Oven,Kitchen Appliances,Bajaj,3499,view,2022-02-28,18,Monday,0,Push Notification,771,9,1,0,1,1,15,0,0,,,0,1,5,,0,
U00816,kitchen_chef,55+,F,Kolkata,Platinum,Very High,1607,Desktop,P504,Dumbbell Set 20kg,Fitness,Kore,4999,add_to_cart,2023-12-17,19,Sunday,1,Paid Ad,736,25,8,1,0,18,84,0,0,,,0,0,4,,1,Collaborative Filtering
U04101,all_rounder,25-34,F,Nagpur,Gold,High,932,Desktop,P210,Air Purifier,Home Appliances,Philips,14999,view,2024-01-15,6,Monday,0,Push Notification,26,16,9,0,0,25,61,0,0,,,0,0,4,,0,
U03907,premium_shopper,18-24,F,Surat,Bronze,Low,1553,Desktop,P603,Electric Toothbrush,Personal Care,Oral-B,4499,wishlist,2024-08-04,18,Sunday,1,Direct,102,18,0,0,0,1,85,0,0,,,0,0,5,,0,
U01766,all_rounder,55+,F,Chennai,Bronze,Low,1734,Mobile,P210,Air Purifier,Home Appliances,Philips,14999,purchase,2022-10-30,20,Sunday,1,Paid Ad,805,10,3,1,0,6,30,1,5,14249.05,Debit Card,0,0,5,2.0,1,Content-Based
U00866,home_maker,45-54,F,Jaipur,Bronze,Low,700,Desktop,P307,Food Processor,Kitchen Appliances,Inalsa,6999,view,2024-11-29,9,Friday,0,Paid Ad,94,12,0,1,0,24,74,0,0,,,0,0,3,,0,
U03463,kitchen_chef,25-34,F,Indore,Bronze,Low,1468,Smart TV App,P118,Gaming Console,Electronics,Sony,49999,purchase,2024-05-16,22,Thursday,0,Push Notification,169,18,7,1,0,5,19,1,0,49999.0,Debit Card,0,0,3,2.0,1,Hybrid
U01525,home_maker,18-24,M,Pune,Silver,Medium,1763,Tablet,P602,Electric Shaver,Personal Care,Philips,3999,add_to_cart,2022-12-10,5,Saturday,1,Referral,35,1,7,1,0,24,23,0,0,,,0,0,4,,1,New Arrival
U03599,all_rounder,55+,F,Visakhapatnam,Bronze,Low,1604,Smart TV App,P201,Washing Machine 7kg,Home Appliances,LG,28999,view,2024-01-31,19,Wednesday,0,Direct,282,24,7,1,1,25,34,0,0,,,0,1,4,,0,
U03367,home_maker,18-24,Other,Bhopal,Silver,Medium,1600,Tablet,P115,True Wireless Earbuds,Electronics,boAt,4999,add_to_cart,2023-07-02,14,Sunday,1,Organic Search,559,26,9,0,0,6,62,0,0,,,0,1,3,,0,
U03400,home_maker,55+,M,Bhopal,Bronze,Low,460,Smart TV App,P310,Slow Cooker,Kitchen Appliances,Crock-Pot,3799,view,2022-07-20,16,Wednesday,0,Paid Ad,503,2,3,1,0,7,62,0,0,,,0,0,4,,0,
U01558,home_maker,35-44,M,Visakhapatnam,Silver,Medium,332,Smart TV App,P304,Coffee Maker,Kitchen Appliances,Morphy Richards,5499,add_to_cart,2023-10-20,8,Friday,0,Email Campaign,166,2,6,1,0,5,11,0,0,,,0,0,4,,1,New Arrival
U04916,budget_shopper,35-44,F,Mumbai,Gold,High,1217,Smart TV App,P201,Washing Machine 7kg,Home Appliances,LG,28999,wishlist,2024-09-15,13,Sunday,1,Paid Ad,696,27,1,0,0,13,45,0,0,,,0,1,3,,1,Hybrid
U04619,tech_enthusiast,45-54,F,Mumbai,Bronze,Low,78,Desktop,P203,Refrigerator 260L,Home Appliances,Whirlpool,26999,view,2024-10-19,15,Saturday,1,Social Media,524,26,1,0,1,20,67,0,0,,,0,1,3,,1,Hybrid
U04958,kitchen_chef,55+,M,Surat,Bronze,Low,859,Mobile,P120,Wireless Charger,Electronics,Anker,1999,view,2023-02-10,10,Friday,0,Direct,575,16,4,1,1,14,19,0,0,,,0,0,3,,0,
U00491,tech_enthusiast,45-54,F,Indore,Silver,Medium,506,Desktop,P115,True Wireless Earbuds,Electronics,boAt,4999,wishlist,2024-04-22,10,Monday,0,Paid Ad,647,15,10,1,0,7,51,0,0,,,0,1,5,,0,
U03283,tech_enthusiast,45-54,M,Mumbai,Platinum,Very High,1054,Tablet,P401,Smart Doorbell,Smart Home,Ring,7999,add_to_cart,2023-09-30,9,Saturday,1,Social Media,300,5,5,0,0,6,69,0,0,,,0,1,4,,1,Collaborative Filtering
U03810,budget_shopper,35-44,M,Bhopal,Silver,Medium,610,Tablet,P307,Food Processor,Kitchen Appliances,Inalsa,6999,purchase,2024-10-10,15,Thursday,0,Referral,401,20,5,1,0,8,78,1,20,5599.2,Credit Card,0,1,4,4.0,0,
U00715,fitness_freak,35-44,M,Hyderabad,Bronze,Low,995,Tablet,P402,Smart Lock,Smart Home,Yale,12999,view,2023-10-18,11,Wednesday,0,Paid Ad,285,25,6,0,1,5,64,0,0,,,0,1,5,,1,Trending
U02142,fitness_freak,18-24,Other,Surat,Silver,Medium,725,Mobile,P505,Resistance Bands Set,Fitness,Strauss,799,wishlist,2023-05-08,19,Monday,0,Referral,693,11,10,1,0,10,39,0,0,,,0,0,4,,1,Trending
U02380,fitness_freak,35-44,F,Nagpur,Silver,Medium,674,Desktop,P309,Pressure Cooker 5L,Kitchen Appliances,Hawkins,2499,add_to_cart,2023-11-13,20,Monday,0,Paid Ad,718,21,6,0,0,10,13,0,0,,,0,1,4,,1,Trending
U03713,premium_shopper,55+,F,Nagpur,Silver,Medium,596,Mobile,P303,Electric Kettle,Kitchen Appliances,Bajaj,1299,view,2024-02-07,13,Wednesday,0,Referral,99,10,5,0,0,4,98,0,0,,,0,1,4,,1,Trending
U00716,fitness_freak,45-54,M,Kolkata,Gold,High,792,Tablet,P501,Treadmill,Fitness,PowerMax,32999,purchase,2023-08-31,13,Thursday,0,Push Notification,145,23,1,0,0,23,85,1,5,31349.05,EMI,0,0,4,5.0,1,Collaborative Filtering
U01533,home_maker,45-54,M,Surat,Bronze,Low,1501,Desktop,P304,Coffee Maker,Kitchen Appliances,Morphy Richards,5499,view,2022-03-30,19,Wednesday,0,Referral,23,15,9,0,0,23,16,0,0,,,0,0,4,,0,
U04399,fitness_freak,55+,M,Indore,Bronze,Low,293,Desktop,P502,Exercise Bike,Fitness,Cockatoo,18999,wishlist,2024-11-05,9,Tuesday,0,Organic Search,323,21,2,0,0,25,60,0,0,,,0,0,5,,1,New Arrival
U02446,budget_shopper,18-24,M,Visakhapatnam,Bronze,Low,609,Tablet,P211,Ceiling Fan,Home Appliances,Havells,2499,wishlist,2022-01-25,22,Tuesday,0,Direct,454,6,8,1,1,11,24,0,0,,,0,0,4,,0,
U03562,all_rounder,25-34,F,Nagpur,Gold,High,167,Tablet,P604,Facial Steamer,Personal Care,Nova,1599,view,2022-05-17,17,Tuesday,0,Push Notification,296,3,7,0,1,13,39,0,0,,,0,0,5,,1,New Arrival
U03304,tech_enthusiast,25-34,M,Chennai,Bronze,Low,871,Mobile,P309,Pressure Cooker 5L,Kitchen Appliances,Hawkins,2499,add_to_cart,2023-07-15,9,Saturday,1,Push Notification,771,11,5,0,0,19,50,0,0,,,0,0,3,,0,
U04393,smart_home_lover,55+,M,Indore,Gold,High,158,Tablet,P402,Smart Lock,Smart Home,Yale,12999,purchase,2023-07-13,15,Thursday,0,Organic Search,255,1,3,1,1,24,58,1,20,10399.2,Net Banking,0,0,4,3.0,0,
U02608,kitchen_chef,25-34,M,Nagpur,Bronze,Low,91,Tablet,P305,Toaster Oven,Kitchen Appliances,Bajaj,3499,view,2023-04-28,11,Friday,0,Referral,899,20,7,0,1,7,51,0,0,,,0,1,5,,0,
U01465,home_maker,55+,M,Bangalore,Bronze,Low,1036,Tablet,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,wishlist,2023-10-26,17,Thursday,0,Paid Ad,221,11,2,1,1,2,20,0,0,,,0,0,5,,0,
U01198,all_rounder,18-24,F,Kolkata,Bronze,Low,786,Tablet,P117,Smart Watch,Electronics,Fitbit,14999,add_to_cart,2023-05-02,22,Tuesday,0,Direct,465,6,5,0,1,17,34,0,0,,,0,0,4,,1,Hybrid
U00115,premium_shopper,45-54,M,Ahmedabad,Bronze,Low,1235,Smart TV App,P505,Resistance Bands Set,Fitness,Strauss,799,view,2024-03-21,10,Thursday,0,Direct,738,7,3,0,0,4,74,0,0,,,0,1,4,,0,
U03763,fitness_freak,45-54,M,Mumbai,Platinum,Very High,369,Mobile,P102,"Smart TV 43""",Electronics,LG,32999,view,2022-09-29,23,Thursday,0,Referral,188,4,9,1,0,3,10,0,0,,,0,1,3,,0,
U03677,tech_enthusiast,25-34,F,Jaipur,Gold,High,652,Smart TV App,P120,Wireless Charger,Electronics,Anker,1999,purchase,2022-01-04,2,Tuesday,0,Email Campaign,511,14,5,0,1,20,60,1,10,1799.1,Credit Card,0,0,3,4.0,1,Trending
U03198,kitchen_chef,18-24,M,Lucknow,Silver,Medium,1012,Desktop,P302,Air Fryer 4L,Kitchen Appliances,Philips,4999,view,2024-10-31,23,Thursday,0,Organic Search,771,25,5,0,0,9,83,0,0,,,0,0,4,,0,
U00113,smart_home_lover,55+,F,Mumbai,Bronze,Low,1691,Tablet,P115,True Wireless Earbuds,Electronics,boAt,4999,add_to_cart,2023-05-15,20,Monday,0,Paid Ad,453,5,3,0,0,8,96,0,0,,,0,0,4,,1,Trending
U00422,home_maker,35-44,M,Hyderabad,Platinum,Very High,1083,Mobile,P404,Smart Thermostat,Smart Home,Nest,9999,add_to_cart,2024-07-17,19,Wednesday,0,Social Media,134,20,3,1,1,4,55,0,0,,,0,0,3,,0,
U01245,all_rounder,25-34,M,Hyderabad,Bronze,Low,1310,Mobile,P111,"Laptop 13.3""",Electronics,Apple,74999,view,2023-12-21,16,Thursday,0,Social Media,493,25,4,0,0,16,83,0,0,,,0,1,5,,1,New Arrival
U01502,kitchen_chef,45-54,M,Surat,Silver,Medium,1309,Tablet,P211,Ceiling Fan,Home Appliances,Havells,2499,wishlist,2024-04-09,13,Tuesday,0,Push Notification,76,1,4,1,0,9,58,0,0,,,0,1,5,,1,New Arrival
U04967,tech_enthusiast,18-24,F,Lucknow,Bronze,Low,883,Mobile,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,add_to_cart,2022-01-13,11,Thursday,0,Push Notification,791,14,8,0,0,25,33,0,0,,,0,0,3,,1,Hybrid
U00340,kitchen_chef,18-24,Other,Surat,Silver,Medium,1639,Tablet,P212,Iron,Home Appliances,Philips,1799,purchase,2022-06-14,17,Tuesday,0,Push Notification,791,27,4,0,0,14,15,1,30,1259.3,Debit Card,0,1,4,9.0,0,
U01914,all_rounder,35-44,F,Bangalore,Silver,Medium,996,Mobile,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,purchase,2024-10-29,7,Tuesday,0,Referral,242,21,3,0,0,16,22,1,10,2699.1,COD,0,0,4,2.0,1,Trending
U02053,budget_shopper,55+,M,Lucknow,Silver,Medium,436,Mobile,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,view,2024-09-04,11,Wednesday,0,Direct,813,15,0,1,1,18,45,0,0,,,0,1,4,,1,Content-Based
U00843,kitchen_chef,55+,M,Visakhapatnam,Bronze,Low,253,Smart TV App,P310,Slow Cooker,Kitchen Appliances,Crock-Pot,3799,purchase,2022-09-18,17,Sunday,1,Social Media,298,23,2,1,0,8,17,1,20,3039.2,Net Banking,0,1,4,9.0,0,
U04271,premium_shopper,18-24,M,Lucknow,Bronze,Low,241,Mobile,P117,Smart Watch,Electronics,Fitbit,14999,view,2024-12-19,6,Thursday,0,Push Notification,185,18,6,0,0,18,67,0,0,,,0,1,4,,1,New Arrival
U00839,tech_enthusiast,35-44,M,Ahmedabad,Gold,High,1143,Mobile,P303,Electric Kettle,Kitchen Appliances,Bajaj,1299,purchase,2024-01-09,13,Tuesday,0,Organic Search,208,13,3,0,0,4,94,1,0,1299.0,Wallet,1,1,4,4.0,1,Hybrid
U04486,smart_home_lover,18-24,M,Indore,Bronze,Low,561,Tablet,P208,Robot Vacuum,Home Appliances,iRobot,24999,add_to_cart,2024-07-21,18,Sunday,1,Push Notification,162,18,0,0,0,13,32,0,0,,,0,0,5,,1,Content-Based
U03535,smart_home_lover,18-24,M,Delhi,Silver,Medium,1331,Desktop,P401,Smart Doorbell,Smart Home,Ring,7999,view,2022-01-10,14,Monday,0,Social Media,616,22,7,1,0,15,45,0,0,,,0,1,5,,0,
U04071,premium_shopper,55+,F,Chennai,Silver,Medium,753,Smart TV App,P112,Smartphone Pro,Electronics,Apple,89999,add_to_cart,2023-07-02,17,Sunday,1,Email Campaign,518,8,2,0,0,25,10,0,0,,,0,1,5,,0,
U00994,home_maker,18-24,M,Indore,Bronze,Low,1094,Tablet,P307,Food Processor,Kitchen Appliances,Inalsa,6999,view,2023-09-26,16,Tuesday,0,Social Media,686,11,2,0,0,22,75,0,0,,,0,1,4,,1,Collaborative Filtering
U00564,all_rounder,45-54,M,Jaipur,Bronze,Low,794,Mobile,P505,Resistance Bands Set,Fitness,Strauss,799,view,2022-11-30,11,Wednesday,0,Paid Ad,772,19,4,0,0,9,65,0,0,,,0,0,4,,1,Content-Based
U01966,tech_enthusiast,35-44,M,Pune,Silver,Medium,612,Mobile,P115,True Wireless Earbuds,Electronics,boAt,4999,purchase,2024-08-17,15,Saturday,1,Direct,95,19,9,0,1,4,65,1,20,3999.2,EMI,0,1,4,1.0,1,Content-Based
U03434,tech_enthusiast,35-44,F,Delhi,Bronze,Low,1217,Mobile,P114,"Tablet 10""",Electronics,Samsung,32999,view,2023-08-09,20,Wednesday,0,Organic Search,732,26,7,0,0,22,22,0,0,,,0,1,5,,1,Collaborative Filtering
U01016,home_maker,45-54,M,Ahmedabad,Bronze,Low,1722,Tablet,P301,Blender 1.5L,Kitchen Appliances,Prestige,2999,wishlist,2022-04-06,16,Wednesday,0,Organic Search,75,17,7,0,1,11,13,0,0,,,0,1,4,,0,
